source_match,nom,debut,fin,genre,lateralite,set,systeme,coup,type_service,type_coup,zone_jeu,faute,effet_coup,coor_balle_x,coor_balle_y,coor_balle_z,joueur_frappe,joueur_sur
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,37,87,garcon,coup_droit,1,att/att,DARKO-JORGIC,lat_droit,,m2,,,13.004001998901368,-80.26213598251343,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,88,112,garcon,coup_droit,1,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,308,335,garcon,coup_droit,1,att/att,DARKO-JORGIC,lat_droit,,m2,,,18.01613044738769,-88.00837462743124,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,336,350,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,22.14990463256836,87.25736592610677,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,351,361,garcon,revers,1,att/att,serveur_point_contre,,offensif,d3,pt_gagne,topspin,-63.40912880897522,-131.63723723888398,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,607,616,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,53.06508712768554,58.24883117675781,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,617,640,garcon,coup_droit,1,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,790,819,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,g2,,,-34.43202781677246,63.68615455627442,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,820,832,garcon,revers,1,att/att,DARKO-JORGIC,,defensif,m2,,poussette,-2.4740718841552733,-61.440353584289554,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,833,850,garcon,revers,1,att/att,ALEXIS-LEBRUN,,defensif,m3,,poussette,7.036357879638672,105.77894605000814,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,851,864,garcon,revers,1,att/att,DARKO-JORGIC,,offensif,m2,,topspin,15.724590301513672,-62.04608879089356,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,865,884,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,1171,1196,garcon,coup_droit,1,att/att,DARKO-JORGIC,lat_droit,,m2,,,-18.73096427917481,-57.23584938049317,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,1197,1214,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,intermediaire,m2,,topspin,9.434551239013672,85.69581413269043,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,1215,1238,garcon,revers,1,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,1475,1484,garcon,coup_droit,1,att/att,DARKO-JORGIC,lat_droit,,m2,,,8.053350448608398,-59.19326349894206,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,1485,1495,garcon,revers,1,att/att,ALEXIS-LEBRUN,,offensif,m3,,topspin,2.054293823242188,131.41338335673015,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,1496,1515,garcon,coup_droit,1,att/att,DARKO-JORGIC,,defensif,d3,,coupe,-57.27049617767334,-130.80914576450985,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,1516,1528,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,g2,pt_gagne,topspin,-70.2791336774826,85.30024795532226,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,1889,1901,garcon,revers,1,att/att,ALEXIS-LEBRUN,lat_gauche,,g2,,,-48.809931945800784,89.81486231486002,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,1902,1917,garcon,revers,1,att/att,DARKO-JORGIC,,defensif,m2,,poussette,-7.803311538696289,-58.37185440063477,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,1918,1927,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,offensif,d2,,topspin,57.78886413574219,76.26307551066081,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,1928,1941,garcon,coup_droit,1,att/att,DARKO-JORGIC,,intermediaire,g1,,bloc,63.5575454711914,-43.89999777475993,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,1942,1957,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,bloc,17.399158096313478,117.15463981628416,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,1958,1974,garcon,coup_droit,1,att/att,DARKO-JORGIC,,offensif,d2,,topspin,-47.685755252838135,-79.92599531809489,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,1975,1987,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,offensif,d3,,topspin,41.70368957519531,95.62695185343424,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,1988,2005,garcon,coup_droit,1,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,2293,2323,garcon,coup_droit,1,att/att,serveur_point_pour,lat_droit,,,filet,,,,,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,2521,2543,garcon,revers,1,att/att,DARKO-JORGIC,lat_gauche,,d2,,,-30.089060401916505,-68.19962352116903,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,2544,2553,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,offensif,d3,,topspin,48.8119758605957,102.3533711751302,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,2554,2574,garcon,coup_droit,1,att/att,serveur_point_pour,,intermediaire,,out,topspin,,,,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,2826,2827,garcon,revers,1,att/att,DARKO-JORGIC,lat_gauche,,m3,,,,,,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,2828,2834,garcon,revers,1,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,3108,3134,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,g2,,,-61.220732069015504,62.71534767150879,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,3135,3153,garcon,revers,1,att/att,DARKO-JORGIC,,defensif,g2,,poussette,47.20367584228516,-85.30715516408284,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,3154,3163,garcon,coup_droit,1,att/att,serveur_point_contre,,offensif,g3,pt_gagne,topspin,-54.69246730804444,101.2293514251709,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,3430,3469,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,55.382958984375,61.10611610412597,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,3470,3487,garcon,coup_droit,1,att/att,DARKO-JORGIC,,defensif,g3,,poussette,27.83694534301758,-104.82210165659586,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,3488,3497,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,offensif,d3,,topspin,41.82735366821289,109.77038942972818,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,3498,3507,garcon,coup_droit,1,att/att,serveur_point_contre,,intermediaire,d2,pt_gagne,topspin,-50.57582902908325,-71.2644731203715,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,3966,3997,garcon,revers,1,att/att,DARKO-JORGIC,lat_gauche,,m2,,,-16.0702112197876,-67.31753463745117,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,3998,4020,garcon,coup_droit,1,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,4236,4261,garcon,revers,1,att/att,DARKO-JORGIC,lat_gauche,,m2,,,-18.748377418518068,-58.94476947784424,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,4262,4273,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,defensif,d2,,poussette,36.65382843017578,64.67831891377767,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,4274,4288,garcon,coup_droit,1,att/att,DARKO-JORGIC,,defensif,m3,,poussette,15.188678741455078,-119.39566758473714,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,4289,4298,garcon,revers,1,att/att,ALEXIS-LEBRUN,,offensif,m2,,topspin,24.43094253540039,64.38846003214518,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,4299,4309,garcon,revers,1,att/att,DARKO-JORGIC,,intermediaire,m3,,bloc,12.880308914184573,-93.41131874720256,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,4310,4343,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,4709,4733,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,52.99952239990235,50.49599889119466,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,4734,4747,garcon,coup_droit,1,att/att,DARKO-JORGIC,,defensif,m2,,poussette,-5.179483032226562,-64.95258649190266,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,4748,4762,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,defensif,m1,,poussette,24.180012130737303,36.99499270121257,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,4763,4781,garcon,coup_droit,1,att/att,DARKO-JORGIC,,defensif,m2,,poussette,-16.035725593566895,-63.91012058258057,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,4782,4795,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,intermediaire,m2,,topspin,-6.619348526000977,60.971334075927736,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,4796,4825,garcon,coup_droit,1,att/att,serveur_point_pour,,offensif,,out,topspin,,,,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,5078,5133,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,m3,,,-6.22069091796875,101.15536677042644,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,5134,5144,garcon,revers,1,att/att,DARKO-JORGIC,,offensif,g3,,topspin,32.56271553039551,-123.49732797940572,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,5145,5152,garcon,revers,1,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,-66.68398766517639,126.336105855306,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,5153,5161,garcon,revers,1,att/att,DARKO-JORGIC,,offensif,g3,,bloc,42.32870712280273,-104.72428146998088,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,5162,5171,garcon,revers,1,att/att,ALEXIS-LEBRUN,,offensif,g2,,topspin,-28.51682605743408,82.06626319885254,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,5172,5195,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,bloc,,,,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,5512,5540,garcon,revers,1,att/att,DARKO-JORGIC,lat_gauche,,m2,,,-13.272639083862304,-62.0512887954712,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,5541,5553,garcon,revers,1,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,-6.386704635620117,84.4216475168864,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,5554,5564,garcon,revers,1,att/att,DARKO-JORGIC,,offensif,d3,,topspin,-47.99464006423951,-108.2901824315389,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,5565,5598,garcon,coup_droit,1,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,6033,6047,garcon,revers,1,att/att,DARKO-JORGIC,lat_gauche,,m2,,,-5.080128479003906,-54.8711015701294,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,6048,6073,garcon,coup_droit,1,att/att,serveur_point_pour,,defensif,,out,poussette,,,,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,6796,6814,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,m3,,,7.067915344238282,109.06761360168456,2.0,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_DARKO-JORGIC,DARKO-JORGIC,6815,6824,garcon,revers,1,att/att,DARKO-JORGIC,,intermediaire,m3,,topspin,17.712717819213868,-120.69403229554494,2.0,DARKO-JORGIC,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_DARKO-JORGIC,ALEXIS-LEBRUN,6825,6846,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,DARKO-JORGIC
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,63,112,garcon,coup_droit,1,att/att,serveur_point_contre,lat_droit,,g2,pt_gagne,,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,395,430,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,29.510773849487304,58.7541810353597,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,431,442,garcon,coup_droit,1,att/att,FAN-ZHENDONG,,defensif,g3,,poussette,43.98161087036133,-111.61393259366352,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,443,454,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,offensif,d3,,topspin,52.39391479492188,108.46078961690267,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,455,472,garcon,coup_droit,1,att/att,serveur_point_pour,,intermediaire,,filet,bloc,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,796,832,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,g3,,,69.92502136230469,-114.39086351394651,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,833,841,garcon,revers,1,att/att,ALEXIS-LEBRUN,,offensif,g3,,topspin,-26.65277938842773,102.81534411112467,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,842,850,garcon,revers,1,att/att,FAN-ZHENDONG,,offensif,g3,,bloc,30.450967407226564,-102.5556901137034,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,851,867,garcon,revers,1,att/att,serveur_point_pour,,offensif,,out,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,1089,1111,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,g2,,,44.45914764404297,-53.16686757405599,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,1112,1123,garcon,revers,1,att/att,ALEXIS-LEBRUN,,defensif,m2,,poussette,3.27977294921875,51.63512217203776,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,1124,1140,garcon,coup_droit,1,att/att,FAN-ZHENDONG,,defensif,m2,,poussette,-10.106818008422852,-51.64416338602702,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,1141,1159,garcon,coup_droit,1,att/att,serveur_point_pour,,defensif,,filet,poussette,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,1398,1416,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,45.344604873657225,55.20575714111328,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,1417,1426,garcon,coup_droit,1,att/att,FAN-ZHENDONG,,intermediaire,d3,,flip,-36.49056892395019,-92.19078534444174,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,1427,1438,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,offensif,m3,,topspin,-24.113005065917967,95.25554784138996,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,1439,1452,garcon,revers,1,att/att,FAN-ZHENDONG,,intermediaire,g2,,bloc,70.22741928100587,-74.84259017308553,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,1453,1473,garcon,revers,1,att/att,serveur_point_contre,,defensif,g1,pt_gagne,coupe,-76.0,32.03643557230632,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,1746,1783,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,m2,,,5.825048446655273,62.84734242757161,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,1784,1798,garcon,revers,1,att/att,serveur_point_contre,,offensif,d3,pt_gagne,flip,-75.86837891712784,-124.56710806687671,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,2373,2391,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,g3,,,52.71953506469727,-123.78399456342062,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,2392,2411,garcon,revers,1,att/att,serveur_point_pour,,offensif,,filet,topspin,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,2720,2758,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,g2,,,48.84285202026367,-59.57430973052978,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,2759,2780,garcon,revers,1,att/att,ALEXIS-LEBRUN,,defensif,g3,,poussette,-26.49754695892334,118.92203165690104,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,2781,2791,garcon,revers,1,att/att,FAN-ZHENDONG,,offensif,m2,,topspin,-0.3423049926757812,-76.66341489156088,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,2792,2804,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,,offensif,m3,,topspin,3.778517150878906,106.91836547851562,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,2805,2813,garcon,revers,1,att/att,FAN-ZHENDONG,,offensif,g3,,bloc,72.17979278564454,-93.01998138427734,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,2814,2839,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,3092,3127,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,m1,,,22.41202583312988,45.24225222269694,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,3128,3160,garcon,coup_droit,1,att/att,serveur_point_pour,,defensif,,out,poussette,,,,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,3427,3446,garcon,coup_droit,1,att/att,ALEXIS-LEBRUN,lat_droit,,d2,,,29.4172176361084,47.73684336344401,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,3447,3462,garcon,coup_droit,1,att/att,FAN-ZHENDONG,,defensif,m2,,poussette,-20.30394878387451,-49.45304520924886,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,3463,3488,garcon,coup_droit,1,att/att,serveur_point_pour,,intermediaire,,out,flip,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,3899,3929,garcon,coup_droit,1,att/att,FAN-ZHENDONG,lat_droit,,m2,,,7.131392669677735,-63.16030082702637,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,3930,3944,garcon,revers,1,att/att,ALEXIS-LEBRUN,,intermediaire,m3,,flip,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,3945,3955,garcon,revers,1,att/att,FAN-ZHENDONG,,offensif,m2,,topspin,14.157951354980469,-86.4560295422872,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,3956,3968,garcon,revers,1,att/att,ALEXIS-LEBRUN,,intermediaire,m2,,topspin,-6.380239486694336,79.31712443033854,2.0,ALEXIS-LEBRUN,FAN-ZHENDONG
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,FAN-ZHENDONG,3969,3980,garcon,coup_droit,1,att/att,FAN-ZHENDONG,,offensif,m2,,topspin,-5.2909198760986325,-74.28618532816569,2.0,FAN-ZHENDONG,ALEXIS-LEBRUN
ALEXIS-LEBRUN_vs_FAN-ZHENDONG,ALEXIS-LEBRUN,3981,4007,garcon,revers,1,att/att,serveur_point_pour,,intermediaire,,out,bloc,,,,ALEXIS-LEBRUN,FAN-ZHENDONG
